x,y,z
473,-67,-390
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
29,-625,-193
29,-625,-193
30,-625,-193
30,-625,-193
31,-625,-193
32,-625,-193
33,-625,-193
34,-625,-193
36,-625,-193
37,-625,-193
38,-625,-193
41,-625,-193
43,-625,-193
45,-624,-193
48,-624,-193
51,-624,-193
54,-624,-193
59,-623,-193
62,-623,-193
66,-622,-193
71,-621,-193
76,-621,-193
81,-620,-193
86,-619,-193
91,-618,-193
97,-617,-193
103,-615,-193
108,-614,-193
114,-613,-193
120,-611,-193
127,-609,-193
134,-607,-193
141,-605,-193
147,-603,-193
154,-600,-193
161,-598,-193
168,-595,-193
175,-592,-193
183,-589,-193
190,-585,-193
198,-582,-193
205,-578,-193
212,-574,-193
220,-570,-193
228,-566,-193
235,-561,-193
243,-557,-193
250,-552,-193
258,-547,-193
266,-541,-192
273,-536,-192
281,-530,-192
288,-525,-192
295,-519,-192
303,-512,-192
310,-506,-192
317,-500,-192
324,-493,-192
331,-486,-192
338,-479,-192
344,-472,-192
351,-465,-192
358,-457,-192
365,-450,-192
371,-442,-192
376,-435,-192
382,-427,-192
388,-419,-192
394,-411,-192
400,-403,-192
405,-394,-192
411,-386,-192
416,-377,-192
421,-369,-192
426,-360,-192
431,-351,-192
436,-342,-192
440,-333,-192
445,-324,-192
449,-315,-192
458,-296,-192
461,-286,-192
465,-276,-192
469,-266,-192
472,-256,-192
475,-246,-192
479,-236,-192
481,-226,-192
484,-216,-192
486,-206,-192
489,-195,-192
491,-185,-192
493,-174,-192
496,-164,-192
497,-153,-192
499,-143,-191
500,-132,-191
502,-121,-191
502,-111,-191
503,-100,-191
504,-89,-191
504,-79,-191
505,-68,-191
505,-57,-191
505,-47,-191
504,-36,-191
504,-26,-191
503,-15,-191
502,-5,-191
502,4,-191
500,14,-191
499,24,-191
497,34,-191
496,44,-191
494,54,-191
491,64,-190
490,73,-190
485,93,-190
482,102,-190
480,111,-190
476,120,-190
473,129,-190
470,137,-190
467,146,-190
463,154,-190
459,163,-190
456,171,-190
452,179,-190
448,186,-190
444,194,-190
440,201,-189
436,209,-189
431,216,-189
427,222,-189
422,229,-189
418,235,-189
414,242,-189
409,248,-189
404,253,-189
399,259,-189
394,264,-189
390,270,-189
385,275,-189
380,279,-189
376,284,-189
371,288,-188
365,292,-188
361,296,-188
356,300,-188
351,303,-188
347,307,-188
342,310,-188
338,313,-188
332,316,-188
328,318,-188
323,321,-188
314,325,-188
310,327,-187
305,329,-187
301,330,-187
297,331,-187
293,333,-187
289,334,-187
285,335,-187
281,335,-187
277,336,-187
273,337,-187
269,337,-187
266,338,-187
262,338,-187
258,338,-187
255,338,-186
251,338,-186
248,338,-186
245,338,-186
241,338,-186
238,338,-186
235,338,-186
232,337,-186
229,337,-186
226,336,-186
223,336,-186
221,335,-186
218,335,-186
215,334,-186
212,334,-186
211,333,-186
207,332,-185
204,331,-185
202,330,-185
201,329,-185
200,328,-185
198,327,-185
196,327,-185
196,326,-185
195,325,-185
194,324,-185
194,323,-185
193,322,-185
193,321,-185
193,320,-185
193,319,-184
193,318,-184
194,317,-184
195,316,-184
196,315,-184
197,314,-184
198,313,-184
200,312,-184
201,311,-184
203,310,-183
205,309,-183
207,307,-183
210,305,-183
213,304,-183
216,302,-182
219,301,-182
222,299,-182
226,297,-182
228,295,-181
233,294,-181
237,292,-181
241,289,-181
245,287,-180
250,285,-180
254,282,-180
258,279,-180
263,277,-179
267,274,-179
272,271,-179
278,267,-179
283,264,-178
288,260,-178
293,257,-178
298,253,-178
303,249,-178
309,245,-178
314,240,-178
319,236,-178
325,231,-178
330,226,-178
336,221,-178
341,215,-178
347,210,-177
352,204,-177
358,198,-177
363,192,-177
369,186,-177
374,179,-177
379,172,-177
385,165,-177
395,150,-176
400,143,-176
405,135,-176
409,127,-176
414,119,-176
419,111,-176
424,103,-176
428,94,-176
431,86,-175
436,77,-175
440,68,-175
443,59,-175
447,50,-175
450,41,-175
453,31,-175
457,22,-175
459,12,-174
462,3,-174
464,-6,-174
467,-15,-174
469,-25,-174
470,-34,-174
473,-44,-174
474,-53,-174
475,-63,-173
476,-73,-173
478,-82,-173
479,-92,-173
479,-101,-173
480,-111,-173
480,-120,-173
480,-129,-173
480,-138,-173
480,-147,-173
480,-157,-172
480,-166,-172
479,-175,-172
478,-184,-172
477,-193,-172
476,-202,-172
474,-211,-172
474,-219,-172
472,-228,-172
470,-237,-172
469,-246,-172
467,-255,-172
464,-263,-171
462,-272,-171
460,-281,-171
458,-290,-171
455,-298,-171
452,-307,-171
449,-316,-171
446,-324,-171
442,-333,-171
439,-341,-171
436,-350,-171
431,-359,-171
427,-367,-171
423,-376,-171
419,-384,-171
414,-393,-171
409,-401,-170
405,-409,-170
400,-417,-170
395,-425,-170
389,-433,-170
384,-441,-170
379,-448,-170
373,-456,-170
367,-463,-170
361,-471,-170
355,-478,-170
349,-485,-170
343,-492,-170
336,-499,-170
330,-505,-170
323,-512,-170
316,-518,-170
310,-524,-170
303,-530,-170
295,-536,-170
289,-542,-170
281,-547,-170
274,-552,-170
267,-557,-170
260,-562,-170
252,-567,-170
245,-572,-170
237,-576,-170
229,-580,-170
213,-589,-170
206,-592,-170
198,-596,-170
190,-599,-170
183,-602,-170
175,-605,-170
168,-608,-170
160,-611,-170
153,-613,-170
147,-615,-170
141,-617,-170
136,-618,-170
131,-620,-170
126,-621,-170
122,-622,-170
119,-623,-170
115,-624,-170
111,-624,-170
108,-625,-170
105,-626,-170
102,-626,-170
99,-627,-170
97,-628,-170
93,-628,-170
91,-629,-170
88,-629,-170
86,-629,-170
84,-630,-170
81,-630,-170
80,-630,-170
78,-631,-170
77,-631,-170
76,-631,-170
75,-631,-170
74,-631,-170
73,-631,-170
72,-631,-170
71,-631,-170
71,-631,-170
70,-631,-170
70,-631,-170
70,-631,-170
71,-630,-170
71,-630,-170
72,-630,-170
72,-630,-170
73,-629,-170
74,-629,-170
75,-629,-170
458,-82,-409
458,-81,-408
459,-80,-408
459,-79,-407
459,-77,-407
459,-76,-406
459,-75,-406
460,-74,-406
460,-73,-405
460,-72,-405
460,-71,-405
460,-70,-405
460,-69,-405
460,-68,-405
460,-67,-404
460,-67,-404
460,-66,-404
460,-65,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-65,-403
461,-65,-403
461,-65,-402
462,-65,-401
462,-66,-400
463,-66,-399
463,-66,-397
464,-67,-395
466,-67,-393
467,-67,-391
469,-68,-388
470,-68,-385
472,-69,-381
474,-69,-377
475,-70,-373
478,-70,-369
480,-71,-364
482,-71,-359
484,-71,-354
487,-72,-347
490,-72,-341
491,-72,-336
494,-72,-330
496,-72,-323
498,-72,-316
501,-72,-309
503,-72,-302
505,-72,-295
507,-71,-288
509,-71,-281
511,-70,-273
513,-70,-265
515,-69,-258
517,-69,-250
518,-68,-242
519,-67,-234
521,-66,-226
522,-65,-219
523,-64,-211
523,-63,-203
524,-62,-195
525,-61,-187
525,-60,-179
526,-58,-172
526,-57,-164
526,-56,-157
526,-54,-149
526,-53,-142
525,-51,-135
525,-50,-127
524,-48,-120
523,-47,-114
523,-45,-107
522,-44,-100
521,-42,-94
519,-40,-88
518,-39,-82
517,-37,-76
516,-36,-70
514,-34,-65
513,-33,-59
511,-31,-54
509,-30,-49
507,-28,-44
506,-27,-39
503,-26,-34
502,-25,-29
499,-23,-24
497,-22,-20
495,-21,-15
493,-20,-10
491,-19,-5
488,-18,-1
485,-17,3
483,-15,8
480,-14,12
478,-13,17
475,-12,21
473,-11,25
470,-10,30
467,-9,34
464,-7,38
462,-6,42
458,-5,46
456,-4,50
452,-2,53
450,-1,57
447,0,60
444,0,64
441,2,67
438,3,70
435,4,73
432,5,76
430,6,79
426,7,82
424,8,84
421,9,87
419,10,89
416,11,92
414,12,94
411,13,96
409,13,98
406,14,100
401,15,103
399,16,104
397,16,106
395,17,107
393,17,107
392,17,108
390,18,109
388,18,109
387,18,110
386,18,110
385,19,110
384,19,109
382,19,109
382,19,109
381,18,108
381,18,107
381,18,107
381,18,106
381,17,104
381,17,103
381,16,102
381,15,101
381,15,99
382,14,98
383,13,96
383,12,94
385,11,93
386,10,91
387,9,89
387,7,86
389,6,84
391,4,82
392,3,79
394,1,77
396,0,74
398,-1,71
400,-3,68
402,-5,65
404,-7,62
407,-9,58
409,-11,55
414,-16,48
417,-18,44
420,-21,40
422,-23,36
425,-26,32
428,-28,28
431,-31,24
434,-33,20
436,-36,15
440,-39,11
442,-41,7
445,-44,2
448,-46,-1
451,-49,-6
453,-51,-11
456,-54,-15
459,-57,-20
462,-59,-25
464,-62,-30
467,-64,-35
469,-67,-40
474,-72,-50
476,-74,-55
479,-77,-60
480,-79,-66
483,-81,-71
485,-84,-77
489,-89,-89
491,-91,-94
492,-93,-100
494,-95,-106
496,-97,-112
496,-99,-118
498,-101,-124
499,-103,-131
501,-105,-137
502,-107,-143
502,-109,-149
503,-110,-155
504,-112,-162
505,-113,-168
505,-114,-174
506,-116,-180
506,-117,-186
507,-118,-193
507,-119,-199
507,-120,-205
507,-121,-211
507,-121,-217
507,-122,-223
507,-122,-229
507,-123,-235
506,-123,-241
506,-123,-247
505,-124,-253
505,-124,-258
504,-124,-264
503,-123,-269
502,-123,-275
502,-123,-280
500,-122,-291
499,-122,-297
498,-121,-302
497,-121,-307
496,-120,-312
495,-120,-316
494,-119,-321
493,-118,-326
491,-118,-330
491,-117,-335
489,-117,-339
488,-116,-344
486,-115,-348
485,-115,-352
484,-114,-356
482,-113,-360
481,-112,-364
480,-112,-368
478,-111,-372
477,-110,-375
475,-109,-379
474,-109,-382
358,492,-169
358,492,-169
358,492,-169
358,492,-169
358,492,-169
358,492,-169
358,492,-169
358,492,-169
358,493,-169
358,493,-169
357,493,-169
356,494,-169
355,495,-169
354,496,-169
354,497,-169
352,498,-169
351,499,-169
349,501,-169
347,503,-169
344,505,-169
342,507,-169
339,510,-169
337,512,-169
333,514,-169
331,517,-169
327,520,-168
324,523,-168
321,525,-167
317,528,-166
314,531,-165
310,535,-164
306,538,-162
303,541,-161
299,544,-159
295,547,-156
292,550,-154
289,553,-151
285,556,-148
281,559,-145
278,562,-142
274,565,-138
271,567,-135
267,570,-131
263,573,-126
261,575,-122
257,578,-118
254,580,-113
250,583,-108
248,585,-102
245,587,-97
242,589,-92
239,591,-85
237,593,-80
235,594,-73
234,595,-67
234,596,-61
233,597,-54
232,597,-48
231,598,-41
231,598,-35
231,598,-28
230,598,-22
230,598,-15
230,598,-9
230,598,-3
230,597,2
230,597,8
231,597,14
231,596,20
231,596,25
231,595,31
232,595,37
233,594,42
233,593,47
234,592,52
234,591,57
235,591,62
237,590,67
238,589,72
239,587,76
240,586,81
241,585,86
243,583,91
245,581,96
246,580,101
249,578,106
250,576,110
252,574,115
255,572,120
256,570,125
259,567,130
261,565,135
263,563,140
265,560,145
267,557,149
270,555,154
272,552,159
274,549,163
277,546,168
279,544,172
282,541,176
284,538,180
287,534,184
289,531,188
293,528,191
296,525,195
299,521,198
302,518,200
305,514,203
309,511,205
312,507,207
316,504,208
320,500,210
324,496,211
327,492,213
332,488,214
336,484,214
340,480,215
344,476,215
349,472,215
353,468,215
357,463,215
361,459,215
365,454,215
370,450,215
374,445,215
378,440,215
381,436,215
385,432,215
388,428,215
392,424,215
394,420,215
397,417,215
399,414,215
402,410,215
404,407,215
407,404,215
409,401,215
412,397,215
414,394,214
417,390,214
420,387,214
422,383,213
425,379,213
427,376,212
431,371,211
433,367,211
436,363,210
439,359,209
442,354,208
445,350,207
447,346,206
451,341,204
453,337,203
457,333,201
459,328,199
463,324,197
466,320,194
469,315,191
472,311,188
475,307,185
481,299,178
484,295,174
487,291,170
490,287,166
493,284,161
496,280,157
498,277,152
502,273,147
504,270,141
507,267,136
509,264,130
512,262,124
514,259,118
516,256,112
518,254,105
520,252,99
522,250,92
524,248,86
526,246,79
528,244,72
529,243,65
530,242,58
531,241,51
533,240,44
534,239,37
534,238,30
534,238,24
535,238,17
535,238,10
536,238,4
536,239,-2
535,239,-8
535,240,-14
535,242,-20
534,243,-26
534,245,-31
533,247,-37
532,248,-42
531,250,-47
530,252,-53
529,255,-58
528,257,-63
527,259,-68
525,261,-73
523,263,-77
523,265,-82
521,267,-87
519,270,-92
518,272,-96
516,275,-101
514,277,-105
512,280,-110
510,283,-115
507,286,-119
506,290,-123
503,293,-128
500,297,-132
497,301,-137
495,305,-141
491,309,-145
488,313,-150
485,318,-154
481,322,-158
478,327,-161
474,332,-165
470,336,-169
466,341,-172
462,346,-175
458,351,-178
453,356,-181
449,362,-184
445,367,-186
441,372,-188
436,376,-190
432,381,-192
427,386,-193
423,391,-194
419,396,-195
414,400,-195
410,405,-195
406,409,-195
403,413,-195
398,417,-194
395,421,-193
392,425,-193
387,428,-192
384,432,-191
381,435,-190
377,438,-189
374,441,-188
368,447,-186
365,449,-185
362,451,-184
360,454,-183
357,456,-183
354,457,-182
353,459,-181
350,461,-180
349,462,-180
347,464,-179
345,465,-178
343,466,-178
343,467,-177
341,468,-177
340,468,-176
339,469,-176
338,469,-175
338,470,-175
338,470,-175
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,470,-174
338,471,-174
338,471,-174
337,471,-174
337,472,-174
336,472,-174
336,473,-174
335,473,-174
334,473,-174
334,474,-174
333,474,-174
333,475,-174
432,244,-254
432,243,-254
432,243,-254
432,243,-254
433,243,-254
433,243,-254
433,243,-254
433,243,-254
433,243,-254
433,243,-254
433,243,-254
433,243,-254
433,243,-254
433,243,-254
433,243,-254
433,242,-254
434,242,-254
434,242,-254
434,241,-253
435,241,-252
436,240,-251
436,239,-250
438,237,-248
439,236,-247
441,234,-245
442,232,-243
444,230,-240
446,228,-238
447,226,-234
449,224,-231
452,222,-227
454,220,-223
456,218,-219
458,215,-215
461,213,-210
463,210,-205
466,208,-200
469,205,-195
471,201,-189
474,198,-183
477,194,-177
480,189,-171
484,185,-165
486,181,-158
490,176,-151
492,171,-144
496,167,-137
498,162,-129
502,156,-121
504,150,-113
507,145,-105
510,138,-97
513,132,-89
515,126,-81
518,119,-72
520,112,-64
523,106,-55
524,99,-46
526,92,-37
528,85,-28
529,78,-19
531,71,-10
533,63,0
534,56,8
534,48,17
535,40,26
536,33,35
536,25,45
537,18,54
537,10,63
536,3,73
536,-4,82
535,-11,92
535,-19,101
534,-26,110
533,-33,120
532,-40,129
530,-47,138
527,-61,157
525,-68,166
523,-74,175
521,-80,184
519,-86,193
517,-92,201
514,-98,209
512,-104,217
509,-109,225
507,-114,233
503,-120,240
501,-125,248
498,-129,255
496,-134,261
492,-139,268
490,-143,274
487,-148,280
484,-152,286
481,-156,292
479,-160,297
476,-164,302
474,-168,307
471,-171,311
469,-175,316
466,-178,320
463,-182,324
462,-185,327
460,-188,330
458,-191,333
456,-194,335
454,-198,338
453,-201,339
452,-203,341
451,-206,342
450,-209,342
449,-212,343
448,-215,343
448,-217,343
448,-219,343
447,-222,343
447,-224,342
447,-226,342
448,-227,341
448,-229,341
448,-231,340
449,-232,339
449,-234,338
450,-235,336
451,-236,335
451,-237,334
452,-237,333
452,-238,332
453,-238,330
454,-238,329
456,-237,327
457,-236,326
458,-235,324
460,-234,322
462,-233,320
463,-231,318
465,-229,316
467,-228,314
469,-226,311
471,-223,309
474,-221,306
475,-218,304
478,-215,301
480,-212,298
483,-208,295
485,-205,291
488,-201,288
491,-198,284
493,-194,280
496,-190,276
499,-186,272
502,-182,267
504,-177,262
507,-173,257
510,-168,252
513,-164,247
516,-159,241
518,-154,235
522,-149,229
524,-143,223
527,-138,217
529,-133,210
532,-127,203
535,-121,196
537,-116,189
540,-110,182
542,-104,174
545,-97,166
546,-91,158
549,-85,151
552,-70,135
554,-63,126
555,-56,118
556,-49,110
557,-42,101
558,-34,93
559,-27,84
560,-19,75
560,-13,66
560,-5,57
560,2,48
560,10,39
559,18,31
558,26,22
557,34,13
556,42,4
555,50,-4
554,58,-13
552,67,-22
550,75,-30
548,83,-39
545,91,-47
543,99,-55
540,107,-64
537,114,-72
534,122,-79
531,130,-87
528,137,-95
524,144,-102
521,151,-109
518,158,-116
513,167,-125
509,173,-132
505,179,-138
501,186,-144
497,191,-150
493,197,-156
489,203,-162
485,208,-168
481,213,-173
477,217,-178
474,222,-183
470,226,-188
466,230,-192
463,234,-197
459,237,-201
456,240,-204
453,243,-208
450,246,-211
447,248,-214
445,250,-217
443,252,-219
441,253,-222
439,254,-224
437,255,-226
436,256,-228
436,256,-229
435,256,-231
434,256,-232
433,256,-233
433,256,-234
433,256,-235
433,255,-235
433,254,-236
433,254,-236
434,253,-236
435,252,-236
436,251,-235
436,250,-235
436,249,-234
437,248,-234
438,247,-233
439,246,-233
440,246,-232
440,245,-231
441,245,-231
441,244,-230
442,244,-229
442,244,-229
442,244,-228
442,244,-228
442,245,-228
442,245,-227
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
59,-620,-198
59,-620,-198
59,-620,-198
59,-619,-198
60,-619,-198
60,-619,-198
61,-619,-198
63,-619,-198
64,-619,-198
65,-619,-198
66,-619,-198
68,-619,-198
70,-618,-198
72,-618,-198
74,-618,-198
76,-617,-198
77,-617,-198
79,-617,-198
81,-617,-198
83,-616,-198
85,-616,-198
87,-616,-198
90,-615,-198
92,-615,-198
94,-614,-198
97,-614,-198
99,-613,-198
102,-613,-198
104,-612,-198
107,-612,-198
109,-611,-198
112,-611,-198
114,-610,-198
118,-609,-198
120,-609,-198
123,-608,-198
126,-607,-198
129,-606,-198
132,-606,-198
135,-605,-198
138,-604,-198
141,-603,-198
144,-602,-198
147,-601,-198
150,-600,-198
153,-599,-198
157,-598,-198
160,-597,-198
163,-596,-198
166,-595,-198
169,-593,-198
173,-592,-198
176,-591,-198
179,-590,-198
182,-588,-198
185,-587,-198
189,-586,-198
192,-584,-198
196,-583,-198
199,-581,-198
202,-580,-197
205,-578,-197
208,-577,-197
212,-575,-197
215,-574,-197
218,-572,-197
222,-570,-197
225,-568,-197
229,-566,-197
233,-565,-197
236,-563,-197
239,-561,-197
243,-559,-197
246,-557,-197
250,-555,-197
253,-553,-197
257,-550,-197
261,-548,-197
264,-546,-197
267,-544,-197
271,-541,-197
274,-539,-197
278,-537,-197
282,-534,-197
285,-532,-197
289,-529,-197
292,-526,-197
295,-524,-197
299,-521,-197
302,-519,-197
305,-516,-197
309,-513,-197
312,-510,-197
316,-507,-197
319,-505,-197
322,-502,-197
326,-499,-197
329,-496,-197
332,-493,-197
339,-486,-197
343,-483,-197
346,-480,-197
349,-477,-197
353,-474,-197
355,-471,-197
359,-467,-197
362,-464,-197
365,-461,-197
368,-457,-197
371,-454,-197
374,-451,-197
377,-447,-197
380,-444,-197
383,-440,-197
386,-437,-197
389,-433,-197
392,-430,-197
395,-426,-197
398,-423,-197
400,-419,-197
403,-415,-197
406,-412,-197
409,-408,-197
412,-404,-197
414,-400,-197
417,-397,-197
420,-393,-197
422,-389,-197
425,-385,-197
427,-381,-197
430,-377,-197
432,-373,-197
435,-369,-197
437,-366,-197
440,-362,-197
442,-358,-197
444,-354,-197
447,-350,-197
449,-346,-197
452,-342,-197
453,-338,-197
456,-334,-197
458,-330,-197
460,-326,-197
462,-321,-197
464,-317,-197
466,-313,-197
469,-309,-197
470,-305,-197
472,-301,-197
474,-296,-197
476,-292,-197
478,-288,-197
480,-284,-197
482,-279,-197
484,-275,-197
485,-271,-197
487,-266,-197
489,-262,-197
491,-258,-197
492,-253,-197
496,-244,-197
497,-239,-197
499,-235,-197
501,-230,-197
502,-226,-197
503,-221,-197
505,-217,-197
507,-212,-197
507,-208,-197
509,-203,-197
510,-199,-197
512,-194,-197
513,-189,-197
514,-185,-197
515,-180,-197
517,-176,-197
518,-171,-197
518,-167,-197
519,-162,-197
521,-157,-197
522,-153,-197
523,-149,-197
523,-144,-197
524,-140,-197
525,-135,-197
526,-131,-197
527,-127,-197
528,-122,-197
529,-118,-197
529,-114,-197
529,-110,-197
530,-105,-197
531,-101,-197
531,-97,-197
532,-93,-197
533,-89,-197
533,-85,-197
534,-81,-197
534,-77,-197
534,-73,-197
534,-69,-197
535,-65,-197
535,-61,-197
535,-57,-197
536,-53,-197
536,-49,-197
536,-45,-197
537,-41,-197
537,-37,-197
537,-34,-197
537,-30,-197
537,-26,-197
538,-22,-197
538,-18,-197
538,-15,-197
538,-11,-197
538,-7,-197
538,-4,-197
538,0,-197
538,3,-197
538,6,-197
538,14,-197
538,17,-197
538,20,-197
538,24,-197
537,27,-197
537,30,-197
537,35,-197
537,38,-197
537,40,-197
537,43,-197
536,46,-197
536,49,-197
536,52,-197
536,55,-196
535,58,-196
535,61,-196
535,63,-196
535,65,-195
534,68,-195
534,70,-194
534,72,-194
534,74,-194
534,76,-193
534,78,-193
534,80,-192
534,82,-191
533,84,-191
533,86,-190
533,88,-190
533,90,-189
532,92,-189
532,94,-188
532,96,-187
531,97,-187
531,99,-186
531,101,-185
530,103,-185
530,105,-184
530,107,-183
529,109,-183
529,110,-182
529,112,-181
529,114,-181
529,116,-180
528,118,-179
528,120,-179
528,122,-178
527,124,-178
527,127,-178
526,129,-177
526,131,-177
525,134,-177
525,136,-177
524,138,-176
523,141,-176
523,143,-176
523,146,-176
523,148,-176
522,151,-176
522,153,-176
521,155,-176
520,158,-176
520,160,-177
519,162,-177
519,163,-177
518,165,-177
518,165,-177
518,166,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,168,-177
518,168,-177
518,169,-177
518,169,-177
518,170,-177
518,170,-177
517,171,-177
517,172,-177
517,173,-177
516,174,-177
516,175,-177
516,176,-177
515,177,-177
514,179,-177
513,182,-177
513,184,-177
513,186,-177
512,188,-177
511,190,-177
510,193,-177
509,195,-177
508,197,-177
507,200,-177
507,202,-177
505,205,-178
504,208,-178
503,211,-178
502,213,-178
501,216,-178
499,219,-178
498,222,-178
496,225,-178
496,228,-178
494,231,-178
492,234,-178
491,238,-178
489,241,-178
487,244,-178
485,247,-178
484,250,-178
482,253,-178
480,256,-178
479,260,-178
476,263,-179
474,266,-179
473,269,-179
470,272,-179
469,275,-179
466,278,-179
464,281,-179
462,284,-179
459,288,-179
458,291,-179
455,294,-180
452,297,-180
450,300,-180
447,303,-180
444,307,-180
442,310,-180
439,313,-180
436,316,-180
433,319,-180
431,322,-181
427,325,-181
425,328,-181
421,331,-181
419,334,-181
415,337,-181
412,339,-181
409,342,-182
406,345,-182
403,347,-182
399,350,-182
396,352,-182
392,355,-182
389,357,-183
386,360,-183
382,362,-183
380,364,-183
376,366,-183
373,369,-183
369,371,-184
365,373,-184
362,375,-184
359,377,-184
355,378,-184
352,380,-185
349,382,-185
345,383,-185
342,385,-185
338,386,-185
335,388,-185
332,389,-186
329,390,-186
326,391,-186
323,392,-186
320,393,-186
316,394,-186
314,395,-187
310,395,-187
308,396,-187
305,397,-187
302,397,-187
299,398,-187
296,398,-188
294,399,-188
288,399,-188
285,399,-188
283,400,-189
280,400,-189
278,400,-189
275,400,-189
272,400,-189
270,400,-189
267,400,-190
265,400,-190
262,400,-190
260,400,-190
257,399,-190
256,399,-190
253,399,-191
250,398,-191
249,398,-191
246,398,-191
245,397,-191
242,397,-191
240,396,-191
239,396,-192
236,395,-192
234,395,-192
233,394,-192
231,394,-192
229,393,-192
228,392,-192
227,392,-193
225,391,-193
223,390,-193
223,390,-193
221,389,-193
220,388,-193
218,388,-193
218,387,-193
217,386,-194
216,386,-194
215,385,-194
214,384,-194
214,384,-194
213,383,-194
213,382,-194
212,382,-194
212,381,-194
212,380,-194
212,380,-194
212,379,-194
212,379,-194
212,378,-194
212,378,-194
212,377,-194
213,377,-194
213,376,-194
214,376,-194
214,375,-194
215,375,-194
216,375,-194
216,374,-194
217,374,-194
218,374,-194
218,373,-194
218,373,-194
219,373,-194
219,373,-194
220,373,-194
220,373,-194
220,373,-194
221,373,-194
221,373,-194
221,373,-194
222,374,-194
222,374,-194
223,374,-194
223,374,-194
223,374,-194
224,374,-194
225,374,-194
226,374,-194
226,374,-194
227,374,-194
228,374,-194
228,374,-194
229,374,-194
230,374,-194
231,374,-194
233,374,-194
234,374,-193
234,374,-193
235,374,-193
237,374,-193
239,374,-193
239,374,-193
241,373,-193
243,373,-193
245,373,-193
246,372,-193
248,372,-193
252,371,-193
254,371,-192
256,371,-192
258,370,-192
261,370,-192
262,369,-192
265,368,-192
267,368,-192
270,367,-192
272,367,-192
274,366,-191
277,365,-191
279,364,-191
282,363,-191
284,363,-191
287,362,-191
289,361,-191
292,360,-191
294,359,-191
297,358,-190
299,357,-190
303,356,-190
305,355,-190
308,354,-190
310,353,-190
313,352,-190
316,351,-189
318,350,-189
321,349,-189
324,347,-189
327,346,-189
329,345,-189
332,344,-189
334,343,-188
337,341,-188
339,340,-188
342,339,-188
344,337,-188
348,336,-188
350,335,-188
353,333,-188
355,332,-187
358,330,-187
360,329,-187
363,328,-187
365,326,-187
368,325,-187
371,323,-187
373,321,-186
376,320,-186
379,318,-186
381,316,-186
384,314,-186
387,313,-186
389,311,-186
392,309,-185
394,307,-185
397,305,-185
399,303,-185
402,301,-185
404,299,-185
407,297,-185
409,295,-184
411,293,-184
414,291,-184
416,288,-184
419,286,-184
421,284,-184
424,282,-184
426,279,-183
428,277,-183
431,275,-183
433,272,-183
436,270,-183
437,267,-183
440,265,-183
442,263,-183
444,260,-182
447,258,-182
448,255,-182
451,252,-182
452,250,-182
455,247,-182
457,245,-182
458,242,-182
461,239,-181
463,237,-181
464,234,-181
467,231,-181
469,229,-181
470,226,-181
472,223,-181
474,220,-181
476,218,-181
478,215,-181
480,212,-180
481,209,-180
483,206,-180
485,203,-180
486,200,-180
488,197,-180
490,195,-180
491,192,-180
492,189,-180
494,186,-180
496,183,-180
497,180,-179
498,177,-179
500,174,-179
501,171,-179
502,168,-179
504,165,-179
505,162,-179
507,159,-179
507,156,-179
508,154,-179
510,151,-179
511,148,-179
512,145,-179
513,140,-178
515,137,-178
516,135,-178
517,132,-178
518,130,-178
518,127,-178
518,125,-178
519,123,-178
520,120,-178
521,118,-178
522,116,-178
522,114,-178
523,112,-178
523,110,-178
523,108,-178
524,106,-178
525,104,-178
526,100,-178
526,98,-178
527,97,-178
527,95,-178
528,93,-178
528,91,-178
529,89,-178
529,87,-178
529,85,-178
529,83,-178
530,80,-178
530,78,-178
531,75,-178
531,73,-177
532,70,-177
532,67,-177
533,64,-177
533,61,-177
534,57,-177
534,54,-177
534,50,-177
534,47,-177
534,43,-177
535,39,-177
535,35,-177
536,31,-177
536,27,-177
536,23,-177
536,19,-177
537,14,-177
537,10,-177
537,6,-177
537,1,-177
537,-2,-177
537,-7,-177
537,-11,-177
537,-16,-177
537,-20,-177
537,-25,-177
537,-29,-177
537,-34,-177
537,-39,-177
536,-44,-177
536,-48,-177
535,-58,-177
535,-63,-177
535,-68,-177
534,-73,-177
534,-78,-177
534,-83,-177
533,-88,-177
